"inquisition_img","given","surname"
"WACWIC652220287","John","Pettis"
"WACWIC652220287","Peter","Fozzard"
"WACWIC652220287","Richard","Oakes"
"WACWIC652220287","Tho","Prickard"
"WACWIC652220287","Thomas","Brown"
"WACWIC652220287","Thomas","Owen"
"WACWIC652220287","Thomas","Prickard"
"WACWIC652220287","Thomas","Shephard"
"WACWIC652220287","William","Coward"
"WACWIC652220287","William","Dorsett"
"WACWIC652220287","William","Elmer"
"WACWIC652220294","Cyrus","Isaac"
"WACWIC652220294","Daniel","Fryer"
"WACWIC652220294","Edward","Troutbeck"
"WACWIC652220294","John","Mew"
"WACWIC652220294","John","Pettis"
"WACWIC652220294","John","Pollis"
"WACWIC652220294","Peter","Fozzard"
"WACWIC652220294","Richard","Oakes"
"WACWIC652220294","Richard","Slaughter"
"WACWIC652220294","Tho","Prickard"
"WACWIC652220294","Thomas","Brown"
"WACWIC652220294","Thomas","Prickard"
"WACWIC652220294","Thomas","Shephard"
"WACWIC652220294","William","Coward"
"WACWIC652220294","William","Dorsett"
"WACWIC652220294","William","Elmer"
"WACWIC652220319","David","Davis"
"WACWIC652220319","Edward","Spice"
"WACWIC652220319","James","Allum"
"WACWIC652220319","Job","Carey"
"WACWIC652220319","John","Davis"
"WACWIC652220319","John","Hardy"
"WACWIC652220319","John","White"
"WACWIC652220319","Josiah","Twitchell"
"WACWIC652220319","Robert","Balfour"
"WACWIC652220319","Robert","Reeve"
"WACWIC652220319","Robt","Reeve"
"WACWIC652220319","Tho","Prickard"
"WACWIC652220319","Thomas","Harrison"
"WACWIC652220319","Thomas","Mason"
"WACWIC652220319","Thomas","Prickard"
"WACWIC652220319","Thomas","Stanley"
"WACWIC652220319","Valentine","Chiddick"
"WACWIC652220327","Alexander","Dewer"
"WACWIC652220327","Jeremy","Thomas"
"WACWIC652220327","John","Barnet"
"WACWIC652220327","John","More"
"WACWIC652220327","John","Stroke"
"WACWIC652220327","Joseph","Gage"
"WACWIC652220327","Joseph","Withers"
"WACWIC652220327","Joshua","Perkins"
"WACWIC652220327","Peter","Vincent"
"WACWIC652220327","Richard","Morrison"
"WACWIC652220327","Samuel","Barlow"
"WACWIC652220327","Tho","Prickard"
"WACWIC652220327","Thomas","Holman"
"WACWIC652220327","Thomas","Prickard"
"WACWIC652220327","Thos","Jeremy"
"WACWIC652220327","William","Hyde"
"WACWIC652220327","William","Manning"
"WACWIC652220343","Alexander","Grant"
"WACWIC652220343","John","Alden"
"WACWIC652220343","John","Aldon"
"WACWIC652220343","John","Cook"
"WACWIC652220343","John","Gilbert"
"WACWIC652220343","John","Hamon"
"WACWIC652220343","John","Ivison"
"WACWIC652220343","John","Ward"
"WACWIC652220343","Robert","Tombling"
"WACWIC652220343","Tho","Prickard"
"WACWIC652220343","Thomas","Guy"
"WACWIC652220343","Thomas","Mort"
"WACWIC652220343","Thomas","Prickard"
"WACWIC652220343","Thomas","Smith"
"WACWIC652220343","William","Chambers"
"WACWIC652220343","William","Cook"
"WACWIC652220353","David","Morris"
"WACWIC652220353","James","Cockran"
"WACWIC652220353","James","Leonard"
"WACWIC652220353","John","Buntin"
"WACWIC652220353","John","Clarke"
"WACWIC652220353","John","Jones"
"WACWIC652220353","John","Nash"
"WACWIC652220353","John","Redman"
"WACWIC652220353","Margaret","Darrell"
"WACWIC652220353","Tho","Prickard"
"WACWIC652220353","Thomas","Martin"
"WACWIC652220353","Thomas","Prickard"
"WACWIC652220353","Thomas","Weston"
"WACWIC652220353","William","Beete"
"WACWIC652220353","William","Massey"
"WACWIC652220370","James","Graves"
"WACWIC652220370","John","Bradley"
"WACWIC652220370","John","Fells"
"WACWIC652220370","John","Le Keux"
"WACWIC652220370","John","Vidler"
"WACWIC652220370","John","Williams"
"WACWIC652220370","Matthew","Nesham"
"WACWIC652220370","Morris","Marsault"
"WACWIC652220370","Peter","Wyatt"
"WACWIC652220370","Robert","Clarke"
"WACWIC652220370","Tho","Prickard"
"WACWIC652220370","Thomas","Greenaway"
"WACWIC652220370","Thomas","Prickard"
"WACWIC652220370","William","Fletcher"
"WACWIC652220370","William","Simpson"
"WACWIC652220379","Charles","Young"
"WACWIC652220379","David","Miller"
"WACWIC652220379","Hector","McPherson"
"WACWIC652220379","Henry","Tester"
"WACWIC652220379","James","King"
"WACWIC652220379","Jeremiah","Devall"
"WACWIC652220379","John","Bayley"
"WACWIC652220379","John","Burdett"
"WACWIC652220379","John","Cockburn"
"WACWIC652220379","John","Picker"
"WACWIC652220379","John","Winsteregill"
"WACWIC652220379","Mary","Devall"
"WACWIC652220379","Michael","Harding"
"WACWIC652220379","Richard","Cann"
"WACWIC652220379","Robert","Thompson"
"WACWIC652220379","Tho","Prickard"
"WACWIC652220379","Thomas","Allanson"
"WACWIC652220379","Thomas","Osborn"
"WACWIC652220379","Thomas","Prickard"
"WACWIC652220379","Thomas","Swandell"
"WACWIC652220388","Benjamin","Plater"
"WACWIC652220388","Gabriel","Piercy"
"WACWIC652220388","George","Bennett"
"WACWIC652220388","George","White"
"WACWIC652220388","Hugh","Payne"
"WACWIC652220388","James","Holt"
"WACWIC652220388","John","Cartwright"
"WACWIC652220388","John","Hayman"
"WACWIC652220388","John","Littlewood"
"WACWIC652220388","John","Moore"
"WACWIC652220388","John","Ward"
"WACWIC652220388","Matthew","Hill"
"WACWIC652220388","Robert","Burn"
"WACWIC652220388","Tho","Prickard"
"WACWIC652220388","Thomas","Albon"
"WACWIC652220388","Thomas","Prickard"
"WACWIC652220388","William","Ashdon"
"WACWIC652220400","Edward","Henney"
"WACWIC652220400","Edward","Holmes"
"WACWIC652220400","James","Frazer"
"WACWIC652220400","James","Henley"
"WACWIC652220400","James","Knowles"
"WACWIC652220400","James","Milton"
"WACWIC652220400","James","Morris"
"WACWIC652220400","John","Banner"
"WACWIC652220400","John","Hammond"
"WACWIC652220400","John","Owen"
"WACWIC652220400","Miles","Riley"
"WACWIC652220400","Richard","Hollaway"
"WACWIC652220400","Richard","Precious"
"WACWIC652220400","Tho","Prickard"
"WACWIC652220400","Thomas","Prickard"
"WACWIC652220400","Thomas","Skillin"
"WACWIC652220400","William","Flaxman"
"WACWIC652220412","Benjamin","Wall"
"WACWIC652220412","David","Duncan"
"WACWIC652220412","George","Stubins"
"WACWIC652220412","Henry","Chapman"
"WACWIC652220412","Henry","Izard"
"WACWIC652220412","James","Elphinston"
"WACWIC652220412","John","Peach"
"WACWIC652220412","Joseph","Gotterson"
"WACWIC652220412","Joseph","Harper"
"WACWIC652220412","Joseph","Taylor"
"WACWIC652220412","Matthew","Hade"
"WACWIC652220412","Matthew","Slade"
"WACWIC652220412","Richard","Hamly"
"WACWIC652220412","Robert","Jones"
"WACWIC652220412","Tho","Prickard"
"WACWIC652220412","Thomas","Fisher"
"WACWIC652220412","Thomas","Norton"
"WACWIC652220412","Thomas","Prickard"
"WACWIC652220412","William","Lowe"
"WACWIC652220412","William","Morrison"
"WACWIC652220412","William","Russell"
"WACWIC652220412","William","Stevens"
"WACWIC652220412","William","Woodward"
"WACWIC652220423","Charles","Simmons"
"WACWIC652220423","Dorothy","Yorke"
"WACWIC652220423","Edward","Wall"
"WACWIC652220423","John","Allett"
"WACWIC652220423","John","Anderton"
"WACWIC652220423","John","Mason"
"WACWIC652220423","John","Sheppard"
"WACWIC652220423","John","Waling"
"WACWIC652220423","John","Wallis"
"WACWIC652220423","Richard","Drake"
"WACWIC652220423","Robert","Pritchard"
"WACWIC652220423","Tho","Prickard"
"WACWIC652220423","Thomas","Fisher"
"WACWIC652220423","Thomas","Prickard"
"WACWIC652220423","Thomas","Wright"
"WACWIC652220423","William","Edwards"
"WACWIC652220423","William","Turner"
"WACWIC652220430","George","Churchman"
"WACWIC652220430","George","Saunderson"
"WACWIC652220430","Henry","McLaughlin"
"WACWIC652220430","James","Giblett"
"WACWIC652220430","James","Linton"
"WACWIC652220430","James","Piper"
"WACWIC652220430","Jasper","Smith"
"WACWIC652220430","John","Brock"
"WACWIC652220430","John","Ivison"
"WACWIC652220430","John","Ward"
"WACWIC652220430","Peter","Holten"
"WACWIC652220430","Tho","Prickard"
"WACWIC652220430","Thomas","Gilbert"
"WACWIC652220430","Thomas","Masters"
"WACWIC652220430","Thomas","Prickard"
"WACWIC652220430","Thomas","Weston"
"WACWIC652220438","Alexander","Grant"
"WACWIC652220438","Alexander","Swindley"
"WACWIC652220438","David","Pinder"
"WACWIC652220438","George","Webb"
"WACWIC652220438","James","White"
"WACWIC652220438","Jane","Baynes"
"WACWIC652220438","Richard","Ward"
"WACWIC652220438","Tho","Prickard"
"WACWIC652220438","Thomas","Chapman"
"WACWIC652220438","Thomas","Prickard"
"WACWIC652220438","Thomas","White"
"WACWIC652220438","William","Ashbey"
"WACWIC652220438","William","Chriton"
"WACWIC652220438","William","Gladham"
"WACWIC652220438","William","Gladhom"
"WACWIC652220438","William","Keates"
"WACWIC652220438","William","Newman"
"WACWIC652220438","Wm","Foreman"
"WACWIC652220449","Augustine","Fisher"
"WACWIC652220449","David","Phillips"
"WACWIC652220449","Francis","Spriggs"
"WACWIC652220449","Frederick","Lubect"
"WACWIC652220449","George","Phillips"
"WACWIC652220449","John","Jones"
"WACWIC652220449","John","Smith"
"WACWIC652220449","Joseph","Deon"
"WACWIC652220449","Richard","Cunningham"
"WACWIC652220449","Robert","Renford"
"WACWIC652220449","Robert","Runsiman"
"WACWIC652220449","Stephen","Lee"
"WACWIC652220449","Tho","Prickard"
"WACWIC652220449","Thomas","Kemshall"
"WACWIC652220449","Thomas","Prickard"
"WACWIC652220449","William","Allen"
"WACWIC652220459","Basset","Lee"
"WACWIC652220459","Christopher","Spencer"
"WACWIC652220459","Edward","Tanden"
"WACWIC652220459","George","Long"
"WACWIC652220459","John","Buckley"
"WACWIC652220459","John","Evans"
"WACWIC652220459","John","Haman"
"WACWIC652220459","John","Holmes"
"WACWIC652220459","John","Willock"
"WACWIC652220459","Miles","Williams"
"WACWIC652220459","Rice","Brown"
"WACWIC652220459","Richard","Gimbart"
"WACWIC652220459","Robert","Hopkins"
"WACWIC652220459","Robert","Perkins"
"WACWIC652220459","Samuel","Freeman"
"WACWIC652220459","Tho","Prickard"
"WACWIC652220459","Thomas","Prickard"
"WACWIC652220459","Thomas","Threder"
"WACWIC652220459","William","Hocker"
"WACWIC652220468","Anthony","Wyatt"
"WACWIC652220468","David","Davies"
"WACWIC652220468","David","Shilfox"
"WACWIC652220468","George","Bowers"
"WACWIC652220468","George","Ranck"
"WACWIC652220468","James","Atkins"
"WACWIC652220468","James","Kidmin"
"WACWIC652220468","John","Boillings"
"WACWIC652220468","John","Greening"
"WACWIC652220468","John","Welk"
"WACWIC652220468","John Charles","Parry"
"WACWIC652220468","Joseph","Green"
"WACWIC652220468","Richard","Whitmore"
"WACWIC652220468","Stephen","Le Clerk"
"WACWIC652220468","Tho","Prickard"
"WACWIC652220468","Thomas","Beavington"
"WACWIC652220468","Thomas","Nesbitt"
"WACWIC652220468","Thomas","Prickard"
"WACWIC652220468","Thomas","Smith"
"WACWIC652220468","William","Stevenson"
"WACWIC652220477","Alexander","Lion"
"WACWIC652220477","Andrew","Sheppard"
"WACWIC652220477","David","Davey"
"WACWIC652220477","Elizabeth","Mitchell"
"WACWIC652220477","George","Otley"
"WACWIC652220477","James","Ayre"
"WACWIC652220477","Jenkin","Pridey"
"WACWIC652220477","John","Beynton"
"WACWIC652220477","John","Cross"
"WACWIC652220477","John","Lee"
"WACWIC652220477","John","Spearing"
"WACWIC652220477","Joseph","Long"
"WACWIC652220477","Robert","Thompson"
"WACWIC652220477","Tho","Prickard"
"WACWIC652220477","Thomas","Martin"
"WACWIC652220477","Thomas","Prickard"
"WACWIC652220477","William","Stater"
"WACWIC652220486","Alexander","Gowens"
"WACWIC652220486","Ann","Perkins"
"WACWIC652220486","Charles","Lewis"
"WACWIC652220486","George","Hill"
"WACWIC652220486","John","Cook"
"WACWIC652220486","John","Wooden"
"WACWIC652220486","Joseph","Richardson"
"WACWIC652220486","Michael","Bryant"
"WACWIC652220486","Nathan","Carrington"
"WACWIC652220486","Owen","Scott"
"WACWIC652220486","Robert","Walker"
"WACWIC652220486","Tho","Prickard"
"WACWIC652220486","Thomas","Perkins"
"WACWIC652220486","Thomas","Prickard"
"WACWIC652220486","Thomas","Watts"
"WACWIC652220486","William","Buckland"
"WACWIC652220486","William","Dilling"
"WACWIC652220494","Benjamin","Cook"
"WACWIC652220494","Henry","Marteson"
"WACWIC652220494","James","Parrett"
"WACWIC652220494","James","Wheatley"
"WACWIC652220494","John","Cook"
"WACWIC652220494","John","Edwards"
"WACWIC652220494","John","Evans"
"WACWIC652220494","Lawrence","Gyles"
"WACWIC652220494","Peter","Vining"
"WACWIC652220494","Robert","Arrowsmith"
"WACWIC652220494","Tho","Prickard"
"WACWIC652220494","Thomas","Prickard"
"WACWIC652220494","Thomas","Vaughan"
"WACWIC652220494","William","Carpenter"
"WACWIC652220494","William","Clarke"
"WACWIC652220494","William","Turner"
"WACWIC652220502","Ebenezer","Taylor"
"WACWIC652220502","Edward","Darling"
"WACWIC652220502","James","Leslie"
"WACWIC652220502","James","Prior"
"WACWIC652220502","John","Jarman"
"WACWIC652220502","John","Sorrell"
"WACWIC652220502","John","Walker"
"WACWIC652220502","Matthew","Dettelair"
"WACWIC652220502","Nathaniel","Morgan"
"WACWIC652220502","Robert","Green"
"WACWIC652220502","Tho","Prickard"
"WACWIC652220502","Thomas","Kennett"
"WACWIC652220502","Thomas","Prickard"
"WACWIC652220502","Thomas","Simpson"
"WACWIC652220502","William","Boyer"
"WACWIC652220502","William","Finden"
"WACWIC652230003","Andrew","Struton"
"WACWIC652230003","Andrew","Yewell"
"WACWIC652230003","Francis","Glossop"
"WACWIC652230003","Giles","Bambrick"
"WACWIC652230003","James","Barber"
"WACWIC652230003","James","Fletcher"
"WACWIC652230003","James","Wild"
"WACWIC652230003","John","Boulnois"
"WACWIC652230003","John","Dickson"
"WACWIC652230003","John","Goddard"
"WACWIC652230003","John","Mackay"
"WACWIC652230003","John","Valli"
"WACWIC652230003","John","Walsh"
"WACWIC652230003","Tho","Prichard"
"WACWIC652230003","Thomas","Barber"
"WACWIC652230003","Thomas","Prickard"
"WACWIC652230003","William","Donaldson"
"WACWIC652230003","William","Grierson"
"WACWIC652230003","William","Ostliff"
"WACWIC652230003","William","White"
"WACWIC652230012","Archdale","Rooke"
"WACWIC652230012","David","Nicholls"
"WACWIC652230012","Edward","Horn"
"WACWIC652230012","Francis","Roberts"
"WACWIC652230012","George","Elkins"
"WACWIC652230012","James","Nelson"
"WACWIC652230012","John","Emerson"
"WACWIC652230012","John","White"
"WACWIC652230012","John","Worrall"
"WACWIC652230012","Leonard","Spurling"
"WACWIC652230012","Tho","Prickard"
"WACWIC652230012","Thomas","Campey"
"WACWIC652230012","Thomas","Prickard"
"WACWIC652230012","Thomas","Smith"
"WACWIC652230012","Walter","Wood"
"WACWIC652230019","Benjamin","Taylor"
"WACWIC652230019","Francis","Engleheart"
"WACWIC652230019","Henry","Lewer"
"WACWIC652230019","James","Eaton"
"WACWIC652230019","James","Skeet"
"WACWIC652230019","James Nassau","Collecton"
"WACWIC652230019","John","Cleverley"
"WACWIC652230019","John","Smith"
"WACWIC652230019","Ralph Verney","Knight"
"WACWIC652230019","Richard","Westmacott"
"WACWIC652230019","Robert","Lee"
"WACWIC652230019","Tho","Prickard"
"WACWIC652230019","Thomas","Marten"
"WACWIC652230019","Thomas","Prickard"
"WACWIC652230019","William","Eaton"
"WACWIC652230019","William","Tustin"
"WACWIC652230028","Henry","Slack"
"WACWIC652230028","Hugh","Pernit"
"WACWIC652230028","Isaac","Hancock"
"WACWIC652230028","John","Bedford"
"WACWIC652230028","John","Child"
"WACWIC652230028","John","May"
"WACWIC652230028","Nathaniel","Giddes"
"WACWIC652230028","Richard","Bell"
"WACWIC652230028","Richard","Wakelyn"
"WACWIC652230028","Samuel","Gooldin"
"WACWIC652230028","Tho","Prickard"
"WACWIC652230028","Thomas","Bond"
"WACWIC652230028","Thomas","Lee"
"WACWIC652230028","Thomas","Powell"
"WACWIC652230028","Thomas","Prickard"
"WACWIC652230037","Elias","Glair"
"WACWIC652230037","Elizabeth","Ruskin"
"WACWIC652230037","Henry","Baker"
"WACWIC652230037","Isaac","Venes"
"WACWIC652230037","James","Evans"
"WACWIC652230037","James","Fletcher"
"WACWIC652230037","James","Grierson"
"WACWIC652230037","John","Farrell"
"WACWIC652230037","Joseph","Read"
"WACWIC652230037","Samuel","Games"
"WACWIC652230037","Tho","Prickard"
"WACWIC652230037","Thomas","Prickard"
"WACWIC652230037","Thomas","Williams"
"WACWIC652230037","William","Burrell"
"WACWIC652230037","William","Keatly"
"WACWIC652230037","William","King"
"WACWIC652230045","Charles","Stanley"
"WACWIC652230045","James","Stone"
"WACWIC652230045","John","Haynes"
"WACWIC652230045","John","Holes"
"WACWIC652230045","John","Randall"
"WACWIC652230045","John","Thomlinson"
"WACWIC652230045","Joseph","Quick"
"WACWIC652230045","Mary","Ingall"
"WACWIC652230045","Richard","Cooper"
"WACWIC652230045","Samuel","Standwick"
"WACWIC652230045","Tho","Prickard"
"WACWIC652230045","Thomas","Chambers"
"WACWIC652230045","Thomas","Howard"
"WACWIC652230045","Thomas","Prickard"
"WACWIC652230045","William","Mizom"
"WACWIC652230054","Charles","Kither"
"WACWIC652230054","Edward","George"
"WACWIC652230054","Henry","Holt"
"WACWIC652230054","John","Leech"
"WACWIC652230054","John","Paterson"
"WACWIC652230054","John","Patterson"
"WACWIC652230054","John","Smith"
"WACWIC652230054","John","Thompson"
"WACWIC652230054","John","Victualler"
"WACWIC652230054","John","Wilson"
"WACWIC652230054","Matthew","Hill"
"WACWIC652230054","Samuel","Ray"
"WACWIC652230054","Tho","Prickard"
"WACWIC652230054","Thomas","Prickard"
"WACWIC652230054","Walter","James"
"WACWIC652230054","William","Medlam"
"WACWIC652230063","David","Mecham"
"WACWIC652230063","Henry","Smith"
"WACWIC652230063","John","Best"
"WACWIC652230063","John","Davis"
"WACWIC652230063","John","Grocock"
"WACWIC652230063","John","Taylor"
"WACWIC652230063","Mathew","Hill"
"WACWIC652230063","Michael","Harding"
"WACWIC652230063","Richard","Lawrence"
"WACWIC652230063","Tho","Prickard"
"WACWIC652230063","Thomas","Lane"
"WACWIC652230063","Thomas","Prickard"
"WACWIC652230063","Thomas","Thompson"
"WACWIC652230063","Wiliam","Brooks"
"WACWIC652230063","William","Woods"
"WACWIC652230071","Alexander","Mackami"
"WACWIC652230071","Charles","Smith"
"WACWIC652230071","Charles","Wilbraham"
"WACWIC652230071","George","Wilcocks"
"WACWIC652230071","John","Bishop"
"WACWIC652230071","John","Cuthbert"
"WACWIC652230071","John","Frazer"
"WACWIC652230071","John","Maguffog"
"WACWIC652230071","Joseph","Poynton"
"WACWIC652230071","Joseph","Rawlins"
"WACWIC652230071","Joseph","Taylor"
"WACWIC652230071","Mary","Edwards"
"WACWIC652230071","Richard","Milson"
"WACWIC652230071","Tho","Prickard"
"WACWIC652230071","Thomas","Cousins"
"WACWIC652230071","Thomas","Prickard"
"WACWIC652230071","William","Adams"
"WACWIC652230071","William","Husk"
"WACWIC652230071","William","Lister"
"WACWIC652230071","William","Matheson"
"WACWIC652230071","William","Wills"
"WACWIC652230079","Alexander","Durham"
"WACWIC652230079","Charles","Smith"
"WACWIC652230079","Charles","Wlibraham"
"WACWIC652230079","George","Wilcocks"
"WACWIC652230079","James","Berkley"
"WACWIC652230079","John","Bishop"
"WACWIC652230079","John","Frazier"
"WACWIC652230079","John","Maguffog"
"WACWIC652230079","John","Robinson"
"WACWIC652230079","Joseph","Poynton"
"WACWIC652230079","Joseph","Rawlins"
"WACWIC652230079","Joseph","Taylor"
"WACWIC652230079","Richard","Milsom"
"WACWIC652230079","Tho","Prickard"
"WACWIC652230079","Thomas","Cousins"
"WACWIC652230079","Thomas","Prickard"
"WACWIC652230079","William","Adams"
"WACWIC652230079","William","Huok"
"WACWIC652230079","William","Lister"
"WACWIC652230079","William","Wills"
"WACWIC652230084","George","Brown"
"WACWIC652230084","John","Bolney"
"WACWIC652230084","John","Dowey"
"WACWIC652230084","John","Newman"
"WACWIC652230084","John","Robinson"
"WACWIC652230084","John","Scott"
"WACWIC652230084","John","Thompson"
"WACWIC652230084","John","Wilson"
"WACWIC652230084","Joseph","Charles"
"WACWIC652230084","Michael","Roberts"
"WACWIC652230084","Robert","Taylor"
"WACWIC652230084","Samuel","Spurnack"
"WACWIC652230084","Stuart","Tabream"
"WACWIC652230084","Tho","Prickard"
"WACWIC652230084","Thomas","Prickard"
"WACWIC652230084","Valentine","Chaddock"
"WACWIC652230092","Aaron","Loton"
"WACWIC652230092","David","Cock"
"WACWIC652230092","Gilbert","Ross"
"WACWIC652230092","Henry","Holt"
"WACWIC652230092","John","Bell"
"WACWIC652230092","John","Lane"
"WACWIC652230092","John","Spong"
"WACWIC652230092","Matthew","Dyer"
"WACWIC652230092","Robert","Sapson"
"WACWIC652230092","Tho","Prickard"
"WACWIC652230092","Thomas","Prickard"
"WACWIC652230092","William","Black"
"WACWIC652230092","William","Easley"
"WACWIC652230092","William","Mourn"
"WACWIC652230092","William","Whitworth"
"WACWIC652230101","Alexander","Weatherly"
"WACWIC652230101","Edward","Johns"
"WACWIC652230101","George","Allen"
"WACWIC652230101","George","Darling"
"WACWIC652230101","George","Michell"
"WACWIC652230101","George","Warriner"
"WACWIC652230101","Joseph","Gerard"
"WACWIC652230101","Joseph","Wood"
"WACWIC652230101","Peter","Henderson"
"WACWIC652230101","Richard","Barnett"
"WACWIC652230101","Richard","Seccombe"
"WACWIC652230101","Tho","Prickard"
"WACWIC652230101","Thomas","Lyne"
"WACWIC652230101","Thomas","Prickard"
"WACWIC652230101","William","Skrine"
"WACWIC652230113","Abraham","Burnell"
"WACWIC652230113","Benjamin","Brown"
"WACWIC652230113","Charles","Bray"
"WACWIC652230113","Evan","Evans"
"WACWIC652230113","George","Mitchell"
"WACWIC652230113","George","Warriner"
"WACWIC652230113","James","Gibbs"
"WACWIC652230113","James","Giblett"
"WACWIC652230113","James","Patterson"
"WACWIC652230113","John","Argyle"
"WACWIC652230113","John","Astley"
"WACWIC652230113","John","Warner"
"WACWIC652230113","John","Wood"
"WACWIC652230113","Joseph","Bowen"
"WACWIC652230113","Peter","Mortimer"
"WACWIC652230113","Robert","Faulder"
"WACWIC652230113","Robert","Johns"
"WACWIC652230113","Tho","Prickard"
"WACWIC652230113","Thomas","Prickard"
"WACWIC652230113","William","Griffin"
"WACWIC652230123","Benjamin","Dutton"
"WACWIC652230123","George","Askew"
"WACWIC652230123","henry","Aldridge"
"WACWIC652230123","James","Boden"
"WACWIC652230123","James","Prior"
"WACWIC652230123","James","Stewart"
"WACWIC652230123","John","Clerk"
"WACWIC652230123","John","Cookson"
"WACWIC652230123","John","Priestman"
"WACWIC652230123","John","Sorrell"
"WACWIC652230123","Mary","Clements"
"WACWIC652230123","Nathaniel","Morgan"
"WACWIC652230123","Robert","Parker"
"WACWIC652230123","Tho","Prickard"
"WACWIC652230123","Thomas","Prickard"
"WACWIC652230123","Thomas","Woodhouse"
"WACWIC652230123","William","Shaw"
"WACWIC652230132","George","Sandham"
"WACWIC652230132","John","Bawcutt"
"WACWIC652230132","John","Bigg"
"WACWIC652230132","John","Heathcock"
"WACWIC652230132","John","Mew"
"WACWIC652230132","John","Pettis"
"WACWIC652230132","John","Stone"
"WACWIC652230132","John","White"
"WACWIC652230132","Joseph","Goddard"
"WACWIC652230132","Joseph","Higgs"
"WACWIC652230132","Richard","Oakes"
"WACWIC652230132","Tho","Prickard"
"WACWIC652230132","Thomas","Campey"
"WACWIC652230132","Thomas","Daly"
"WACWIC652230132","Thomas","Prickard"
"WACWIC652230132","William","House"
"WACWIC652230144","George","Sandham"
"WACWIC652230144","John","Bigg"
"WACWIC652230144","John","Cross"
"WACWIC652230144","John","Haycock"
"WACWIC652230144","John","Mew"
"WACWIC652230144","John","Pettis"
"WACWIC652230144","John","Stone"
"WACWIC652230144","John","White"
"WACWIC652230144","Joseph","Higgs"
"WACWIC652230144","Richard","Oakes"
"WACWIC652230144","Tho","Prickard"
"WACWIC652230144","Thomas","Campey"
"WACWIC652230144","Thomas","Daly"
"WACWIC652230144","Thomas","Prickard"
"WACWIC652230144","William","East"
"WACWIC652230144","William","House"
"WACWIC652230151","Edward","Ellis"
"WACWIC652230151","Gabriel","Kingham"
"WACWIC652230151","James","Linden"
"WACWIC652230151","Jeremiah","Glanvill"
"WACWIC652230151","John","Cole"
"WACWIC652230151","John","Dalby"
"WACWIC652230151","John","Hunham"
"WACWIC652230151","John","Varty"
"WACWIC652230151","Nicholas","Clark"
"WACWIC652230151","Robert","Hair"
"WACWIC652230151","Tho","Prickard"
"WACWIC652230151","Thomas","Barett"
"WACWIC652230151","Thomas","Chapman"
"WACWIC652230151","Thomas","Prickard"
"WACWIC652230151","Thomas","Slack"
"WACWIC652230151","William","Heath"
"WACWIC652230159","David","Davis"
"WACWIC652230159","Edward","Spice"
"WACWIC652230159","James","Allam"
"WACWIC652230159","James","Blackgrove"
"WACWIC652230159","John","Barker"
"WACWIC652230159","John","Bourne"
"WACWIC652230159","John","Davies"
"WACWIC652230159","John","Hains"
"WACWIC652230159","John","Hall"
"WACWIC652230159","John","Hart"
"WACWIC652230159","John","Thompson"
"WACWIC652230159","Joseph","Salter"
"WACWIC652230159","Robert","Balfour"
"WACWIC652230159","Tho","Prickard"
"WACWIC652230159","Thomas","Horne"
"WACWIC652230159","Thomas","Prickard"
"WACWIC652230159","Thomas","Stanley"
"WACWIC652230159","William","Myzom"
"WACWIC652230159","William","Ower"
"WACWIC652230169","George","Brown"
"WACWIC652230169","George","Grant"
"WACWIC652230169","George","Radford"
"WACWIC652230169","John","Balls"
"WACWIC652230169","John","Brown"
"WACWIC652230169","John","Kelly"
"WACWIC652230169","Joseph","Dashwood"
"WACWIC652230169","Michael","Castledine"
"WACWIC652230169","Tho","Prickard"
"WACWIC652230169","Thomas","Munday"
"WACWIC652230169","Thomas","Prickard"
"WACWIC652230169","William","Ashden"
"WACWIC652230169","William","Eccles"
"WACWIC652230169","William","Wade"
"WACWIC652230169","William","Woods"
"WACWIC652230177","Henry","Slack"
"WACWIC652230177","John","Barnard"
"WACWIC652230177","John","Butler"
"WACWIC652230177","John","Laidler"
"WACWIC652230177","Owen","Scott"
"WACWIC652230177","Richard","Bell"
"WACWIC652230177","Susanna","Sprag"
"WACWIC652230177","Tho","Prickard"
"WACWIC652230177","Thomas","Baldwin"
"WACWIC652230177","Thomas","Prickard"
"WACWIC652230177","Thomas","Shankster"
"WACWIC652230177","Thomas","Smith"
"WACWIC652230177","Thomas","Thompson"
"WACWIC652230177","Thomas","Walters"
"WACWIC652230177","William","Chambers"
"WACWIC652230186","Benjamin","Rudge"
"WACWIC652230186","Christopher","Stangrow"
"WACWIC652230186","George","Johnson"
"WACWIC652230186","John","Howlett"
"WACWIC652230186","John","Warren"
"WACWIC652230186","Joseph","Davies"
"WACWIC652230186","Joseph","Gray"
"WACWIC652230186","Peter","Paine"
"WACWIC652230186","Richard","Willan"
"WACWIC652230186","Tho","Prickard"
"WACWIC652230186","Thomas","Crasswell"
"WACWIC652230186","Thomas","Prickard"
"WACWIC652230186","Thomas","Starkey"
"WACWIC652230186","Thomas","Throsby"
"WACWIC652230186","William","Ball"
"WACWIC652230186","William","Folkard"
"WACWIC652230186","William","Gray"
"WACWIC652230193","Andrew","Ferguson"
"WACWIC652230193","Andrew","Smith"
"WACWIC652230193","Charles","Hinrich"
"WACWIC652230193","Charles","Ross"
"WACWIC652230193","Daniel","James"
"WACWIC652230193","George","Parkerson"
"WACWIC652230193","James","Blanch"
"WACWIC652230193","John","Jones"
